,hari,jam,jami,judul,durasi,desc
427,6,12,3, COVER  NO    JIBAKU SHOUNEN HANAKO KUN OP   ANDI ADINATA,0 days 00:03:40,"LAGU YANG PALING BANYAK DIREQUEST KALO GUE LAGI LIVESTREAM NIH WKWK 

  VOCAL  ANDI ADINATA
  MIX   MASTERING  ANDI ADINATA
  ILLUSTRATION  
HTTPS   WWW INSTAGRAM COM MAFUCHY 
  ORIGINAL SINGER  JIBAKU SHONEN BAND   NO 
  ANIME  JIBAKU SHONEN HANAKO KUN
  INSTRUMENTAL   SAIMUSIC STUDIO HTTPS   WWW YOUTUBE COM WATCH V GOKQHLW ZO4

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 NO7  JIBAKUSHONENHANAKOKUN  ANDIADINATACOVER"
428,3,09,3,CARA BALAS CHAT GEBETAN YANG BAIK DAN TIDAK BENAR,0 days 00:02:12,"KETIKA LU PUNYA GEBETAN TAPI BINGUNG BALES CHATNYA GIMANA  

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  VTUBERINDONESIA  VTUBERANIME"
429,6,09,3,MARTABAK MANIS ATAU TERANG BULAN     ANDI BELI MARTABAK 【VTUBER ANIME】WITH  ALIA ADELIA CH ,0 days 00:04:01,"MARTABAK MANIS ATAU TERANG BULAN GUYS  KALI INI GUE LAPER TERUS PESEN MARTABAK  TAPI TIBA TIBA  

CHANNEL ALIA  HTTPS   WWW YOUTUBE COM CHANNEL UCK4T1P3AQQE6NDYRS92OPCG

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  ALIAADELIA  VTUBERANIME"
430,3,10,3,CINTA LUAR BIASA   ANDMESH  VERSI JEPANG  ありったけの愛を君へ   ANDI ADINATA COVER,0 days 00:04:25,"KARENA BANYAK YANG REQUEST ANDMESH  KALI INI GUE COVER LAGU CINTA LUAR BIASA VERSI JEPANG  

LIRIK 

KOTOBA KAWASHITA
SONO TOKI KARA MOU
KIMI NI HITOMEBORE DATTA

KOE WO KIKU DAKE DE
OCHITSUKU BOKU GA ITA
KONNA KIMOCHI HAJIMETE DATTANDA

OSAERENAI KONO KIMOCHI
KIMI E NO KONO KIMOCHI

ARITTAKE WO KOMETA 
LOVE SONG WO ANATA NI
HONKI DE UTAU KARA KIITE KURE

CHII MO MEIYO MO 
NANIMO NAI KEDO
KOKO NI ARU NO WA BOKU KARA NO  
AISHITERU

SUGISATTEKU HIBI

AI WO TASHIKAME AU
DEATTA TOKI KARA KAWARANAI YO
KIMI NO ME KUCHIBIRU WARATTA KAO NI
NAGAI KAMI KIMI NO SUBETE GA 

  VOCAL  ANDI ADINATA
  MIX   MASTERING  ANDI ADINATA
  ORIGINAL SINGER  ANDMESH   CINTA LUAR BIASA  ありったけの愛を君へ   ARITTAKE NO AI WO KIMI E 
  INSTRUMENTAL  HTTPS   YOUTU BE XHL8QYICX2G
                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATACOVER  CINTALUARBIASA  LAGUJEPANGVERSIINDONESIA"
431,5,14,3,【LIVE】KONSULTASI PERCINTAAN   ANDI DOKTER CINTA GADUNGAN,0 days 01:32:05,"TRAKTIR ANDI NASI PADANG    HTTPS   TRAKTEER ID ANDIADINATA

KONSULTASI PERCINTAAN BUAT KALIAN YANG LAGI GALAU DAN PENGEN CURHAT SOAAL MASALAH PERCINTAAN 

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
432,5,10,3,LAGU TENTANG VIRUS   DI RUMAH AJA KAMPRET   ANDI ADINATA  DIRUMAHAJA,0 days 00:01:20,"STAY DI RUMAH AJA YA GUYS 

LAGU ORIGINAL VERSI BAHASA INGGRIS DI SINI  HTTPS   YOUTU BE E0 2XXGHIXK

                                                                              

SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  VTUBERINDONESIA  DIRUMAHAJA"
433,3,10,3, MV  BRING IT ON    RETTOU JOUTOU  VERSI INDONESIA  劣等上等   ANDI ADINATA    DJALTO COVER,0 days 00:03:57,"DUET SAMA BEBEK LAGI NIH GUYS  LAGUNYA RETTOU JOUTOU BRING IT ON  AYO GELUD KITA  

KALO MAU LIAT GUE SAMA BEBEK JOGET JOGET  CEK VIDEO YANG VERSI DJALTO 

HTTPS   YOUTU BE YZPILV7TEAG

  VOCALS  
ANDI ADINATA
DJALTO  HTTPS   YOUTUBE COM DJALTO
  INDONESIAN TRANSLYRICS  DJALTO
  MIX   MASTERING  ANDI
  ORIGINAL SONG   劣等上等   RETTOU JOUTOU BRING IT ON  
  ORIGINAL SINGER  KAGAMINE RIN   LEN
  COMPOSER  GIGA P
                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  DJALTO  BRINGITON"
434,1,09,3,ANDI MASIH SMP   SAATNYA BERANGKAT KE SEKOLAH【VTUBER ANIME】WITH  ALIA ADELIA CH ,0 days 00:01:47,"HALO GUYS KALI INI CERITANYA TENTANG GUE YANG BERANGKAT SEKOLAH  SEMUANYA BAIK BAIK SAJA  TAPI   

CHANNEL ALIA  HTTPS   WWW YOUTUBE COM CHANNEL UCK4T1P3AQQE6NDYRS92OPCG

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  ALIAADELIA  VTUBERANIME"
435,6,15,3,【LIVE】ANDI KAGET WKWKWK   RAYAIN ULANG TAHUN ANDI ADINATA   PART ,0 days 02:20:20,"TRAKTIR ANDI NASI PADANG    HTTPS   TRAKTEER ID ANDIADINATA

PART   HTTPS   YOUTU BE W5X2CQD4GJQ

                                                                              

SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
436,6,10,3,【LIVE】ADA SURPRISE    RAYAIN ULANG TAHUN ANDI ADINATA   PART ,0 days 02:18:35,"TRAKTIR ANDI NASI PADANG    HTTPS   TRAKTEER ID ANDIADINATA

PART   HTTPS   YOUTU BE LZSFB1 PXHO

TAKA RADJIMAN  GUEST   HTTPS   WWW YOUTUBE COM CHANNEL UCZ5DNZSQBJBZBBL0L IDMXG


                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
437,4,09,3,ANDI DITAMPOL ALIA     THANK YOU FOR   SUBSCRIBERS  【3D VTUBER ANIME】WITH  ALIA ADELIA CH ,0 days 00:02:26,"TERIMA KASIH SEMUANYA ATAS   SUBSCRIBERS  TERIMA KASIH BUAT YANG UDAH MAMPIR  NONTON  KOMEN  DAN SHARE  UNTUK MERAYAKANNYA  KALI INI KITA BIKIN KONTEN BARU YAITU ANIME 3D 

CHANNEL ALIA  HTTPS   WWW YOUTUBE COM CHANNEL UCK4T1P3AQQE6NDYRS92OPCG

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  ALIAADELIA  VTUBERANIME"
438,6,12,3,AWAS JATUH CINTA   ARMADA  VERSI JEPANG  恋に気をつけて   ANDI ADINATA COVER,0 days 00:04:28,"SEBENERNYA GUE UDAH PERNAH COVER LAGU INI TAPI VERSI INDONESIA  CUMA KARENA BANYAK YANG REQUEST JADI AKHIRNYA GUE JADIIN VERSI JEPANG JUGA  AWAS JATUH CINTA LAGUNYA ARMADA 

LIRIK 

AA KIMI NO KOTO GA SUKI
DOUNIKA TSUTAETAI
MOSHI TSUKIAETA NARA
DONNANI SUTEKI NA KOTOKA

DEMO KIMI WA BOKU WO
OIYATTE MOU KONAIDE NANTE IUKEDO

BOKURA DEAUBEKU SHITE
DEATTA DA NANTE
SOU WA OMOWANAIKA
TATOE KIRAWARETEMO
NANDO DEMO MUKATTE
URIMUKASETE MISERU KARA 

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATACOVER  AWASJATUHCINTA  LAGUINDONESIAVERSIJEPANG"
439,5,14,3,【LIVE】NYANYI LAGU INDONESIA   JEPANG   J ROCKS  UNGU  PETERPAN  ONE OK ROCK  BACK NUMBER  DLL  ,0 days 02:12:40,"AYO KITA NYANYI BARENG LAH GITU YA APA SIH 
                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
440,3,14,3,【LIVE】TERIAKAN LELAKI JANTAN   LANJUTIN OUTLAST BARENG THOMAS   OUTLAST INDONESIA PART ,0 days 02:00:01,"KARENA BANYAK YANG NANYA DAN MINTA  KALI INI AKHIRNYA GUE BAKAL LANJUTIN MAIN OUTLAST SAMA THOMAS 


                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
441,1,10,3,DISULAP DADDY CORBUZIER  GIMANA NASIB ANDI  【VTUBER ANIME】EPISODE  ,0 days 00:01:16,"HARI INI GUE KETEMU OM DADDY CORBUZIER  GUE DISULAP SAMA DIA GIMANA NIH NASIB GUE  GUE PENGEN BANGET DIUNDANG KE PODCASTNYA OM DADDY  SEMOGA BISA NTAR YA 
                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

CREDIT GAMBAR DADDY CORBUZIER  HTTPS   KEEPO ME ZODIAK MELIHAT SIFAT AMBISIUS DAN DISIPLIN DEDDY CORBUZIER DARI ZODIAKNYA 

 ANDIADINATA  DEDDYCORBUZIER  VTUBERANIME"
442,5,14,3,【LIVE】PACARKU SELINGKUH  AKU HARUS GIMANA     CURHAT SESSION   Q A,0 days 01:13:19,"KITA LIVE LAGI NIH GUYS  AYO KITA NGOBROL BARENG SEMOGA KALIAN TERHIBUR  

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
443,4,10,3,TAK MUNGKIN BERSAMA   JUDIKA  VERSI JEPANG  一緒にはいられない   ANDI ADINATA COVER,0 days 00:04:22,"HALO KALI INI GUE COVER LAGU INDONESIA DALAM BAHASA JEPANG LAGI  ADA LAGUNYA JUDIKA YANG JUDULNYA TAK MUNGKIN BERSAMA  KITA TRANSLATE JADI ISSHO NI WA IRARENAI  一緒にはいられない   INI LIRIKNYA  

KIMI WO USHINAU KOTODE SHITTA KONO ITAMI 
KONNA KIMOCHI NI NARU NANTE BAKAGE TERU 
SHIRITAKU NAKATTAYO

NAA DOUSHITE 
HITORI KONNA TOKO NI NOKOSHITE
MADA FUTARI NO AI WA
OWATTENAI SOU SHINJITE IRUNONI SOUDARO   CHIGAU NO KAI  

NAA DOUSHITE
OWARIWA NAI TO OMOTTEITA 
KAKETA PAZURU NO YOUNI
ATSUMETE MO MOU MODORANAI
ATSUMETE MO  ATSUMETA TOSHITE  ATSUMETE MO MOU MODORANAI

ISSHO NIWA MOU  SOU   IRARENAI KARA
SUBETE OWAROU  MOU WAKATTERU NONI  
KORE MADE NO AWAI   OMOIDE TACHIYO   KIRAMEKE

  VOCAL  ANDI ADINATA
  MIX   MASTERING  ANDI ADINATA
  ORIGINAL SINGER  JUDIKA   TAK MUNGKIN BERSAMA  一緒にはいられない   ISSHO NI WA IRARENAI 
  INSTRUMENTAL  HTTPS   YOUTU BE GDDB417HRRG
                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  TAKMUNGKINBERSAMA  JUDIKA"
444,1,13,3,SUSUNYA HABIS   ALIA PANIK MINTA BELIIN SUSU【VTUBER ANIME】 WITH  ALIA ADELIA CH  ,0 days 00:01:52,"MAU MINUM SUSU  

ALIA PANIK SUSUNYA HABIS  TERUS MINTA BELIIN SUSU SAMA ABANGNYA  TAPI  

CHANNEL ALIA ADELIA  HTTPS   WWW YOUTUBE COM CHANNEL UCK4T1P3AQQE6NDYRS92OPCG
                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
445,6,10,3,MAIN TEBAK TEBAKAN YOK  【VTUBER ANIME】,0 days 00:01:43,"AYO KITA MAIN TEBAK TEBAKAN GUYS 

GUE DAN THOMAS MAU MAIN TEBAK TEBAKAN  KALIAN JUGA BISA IKUTAN SILAKAN KOMEN AJA DI BAWAH 
                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
446,4,14,3,【LIVE】NYANYI LAGU LAGU ANIME,0 days 01:16:35,"TEST LIVESTREAM YOUTUBE  NYANYIIN LAGU LAGU REQUEST PENONTON  NANTIKAN LIVE LIVE SELANJUTNYA 

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
447,3,10,3,ASAL KAU BAHAGIA   ARMADA  VERSI JEPANG  君が幸せなら   ANDI ADINATA COVER,0 days 00:03:58,"KALI INI GUE NYANYIIN LAGU ARMADA   ASAL KAU BAHAGIA VERSI JEPANG  KITA PILIH JEMBATAN AMPERA SEBAGAI BACKGROUND KARENA ARMADA BERASAL DARI SUMATERA SELATAN  SEMOGA SUKA YA 

LIRIK  

NEE

HANASHI GA ARU NDA
KIZUITE IRU DESHOU
KIMI NO HITOMI NO OKU
KARE GA UTSUTTERU

SHIAWASE DATO OMOTTETA HIBI WA
BOKU DAKE DATTA NO KAI

BOKU TO NO SEKAI GA SHIROKURO NARABA
KIMI NO MIRAI NI BOKU WA INAI YO
SOREDEMO BOKU WA DAIJOUBU DAYO

KIMI NO SHIAWASE GA
BOKU NO SUBETE DAKARA

  VOCAL  ANDI ADINATA
  MIX   MASTERING  ANDI ADINATA
  ORIGINAL SINGER  ARMADA   ASAL KAU BAHAGIA  君が幸せなら   KIMI GA SHIAWASE NARA 
  INSTRUMENTAL  HTTPS   YOUTU BE XJIZRPFE60A
                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
448,2,10,3, TUNJUKIN MUKA ASLI DONG   FACE REVEAL   Q A TANYA JAWAB PART    ANDI ADINATA,0 days 00:07:31,"TUNJUKIN MUKA LO DONG  

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
449,6,10,3,・・   SORARU X MAFUMAFU  POKEMON  OPENING  AFTER THE RAIN   ANDI ADINATA     RAINYCH RAN COVER,0 days 00:05:05,"HALO  KALI INI GUE DUET LAGU BARU POKEMON ・・ YANG DIBAWAIN OLEH AFTER THE RAIN BARENG  RAINYCH RAN  

CEK CHANNEL DIA JUGA YA 

VERSI RAINYCH  HTTPS   YOUTU BE NMG2F0MIELU

  VOCALS 
ANDI ADINATA
  RAINYCH RAN   HTTPS   BIT LY 335K8QM 
  MIX   MASTERING  ANDI ADINATA
  ORIGINAL SINGER  AFTER THE RAIN   SORARU X MAFUMAFU       
  ANIME   POKEMON  OPENING 
  INSTRUMENTAL   IMMANUELBEAR  HTTPS   WWW YOUTUBE COM USER GROOVEBEARR 
                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
450,4,12,3,GITAR KUPETIK BASS KUBETOT  HAI NONA CANTIK    【VTUBER ANIME】,0 days 00:01:09,"LANJUTIN GUYS   

KALI INI GUE MAU GOMBALIN MBA MBA CAKEP  SEKALIAN NGASIH TAU KALIAN CARA GOMBAL YANG BAIK DAN BENAR 

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
451,2,13,3,OPEN Q A TANYA JAWAB   THANK YOU FOR   SUBSCRIBERS,0 days 00:01:25,"SILAKAN YANG MAU NANYA KOMEN DI BAWAH YA 

                                                                              

SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
452,6,10,3,MENGHAPUS JEJAKMU  VERSI JEPANG  雨の日のサヨナラ ARIEL PETERPAN   ANDI ADINATA COVER,0 days 00:03:04,"LAGU TRANSLIRIK INDONESIA KE JEPANG KEDUA GUE  SEMOGA KALIAN SUKA 

  VOCAL  ANDI ADINATA
  MIX   MASTERING  ANDI ADINATA
  ORIGINAL SINGER  ARIAL PETERPAN NOAH  HTTPS   YOUTU BE QK8C5DDZ3LU 
  INSTRUMENTAL  HTTPS   YOUTU BE 9IOU5AE8S6M

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
453,5,12,3,ANDI PUNYA PACAR   【VTUBER ANIME】,0 days 00:01:28,"HALO PARA JOMBLO  

BANYAK BANGET YANG NANYAIN GUE  PACARNYA MANA  PACARNYA MANA  TOLONG JANGAN TANYAKAN LAGI 

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
454,4,10,3,【LIVE INSTAGRAM】FREE TALK   ADA  ALIA ADELIA CH  DAN THOMAS,0 days 00:47:44,"BUAT YANG KEMAREN GA SEMPET NONTON LIVE NYA DI INSTAGRAM  GUE UPLOAD KE SINI VIDEONYA  ENJOY 

ADA CAMEO  ALIA ADELIA CH  DAN THOMAS 

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
455,3,10,3,BLACK CATCHER   VICKEBLANKA  BLACK CLOVER OP     ANDI ADINATA    KURURU​ COVER,0 days 00:03:18,"HALO  KALI INI GUE DUET LAGU BLACK CATCHER BARENG  KURURU  CEK CHANNEL DIA JUGA YA 

VERSI KURURU  HTTPS   YOUTU BE NXEPSJVF9IS

  VOCALS 
ANDI ADINATA
 KURURU  HTTPS   BIT LY 2HYR7B2 
  MIX   MASTERING  ANDI ADINATA
  ORIGINAL SINGER  VICKEBLANKA   ビッケブランカ   BLACK CATCHER
  ANIME   BLACK CLOVER OPENING 
  INSTRUMENTAL   HTTPS   YOUTU BE QK8QYHWWFAE

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
456,3,14,3,SIAPA KARAKTER FAVORITMU DI KIMETSU NO YAIBA  ,0 days 00:05:35,"KARAKTER FAVORIT SAYA  

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
457,1,10,3,ANAK KECIL DILARANG NONTON   OUTLAST INDONESIA PART ,0 days 00:11:52,"OUTLAST PART  GUYS 

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
458,6,10,3,PURA PURA LUPA  VERSI JEPANG  君を忘れようとしても MAHEN   ANDI ADINATA COVER,0 days 00:04:21,"TRANSLIRIK LAGU INDONESIA KE JEPANG PERTAMA GUE NIH 
JANGAN LUPA DISHARE YA 

LIRIK  

KIMI TO TOMO NI SHITA HI 
IRO ASENAI KIOKU
KIMI NO TAME NI SHINERU
HONTOU SOU OMOTTEITA YO

DAKARA ODOROITA YO
FURARETA TOKI NI WA
NANI MO SHIRANAI MAMA
WASUREYOU TO SHITETA NO NI

DEMO TADA
TOTSUZEN
TAYOTTE NAKI TSUKARETA TOKI
SETSUNAKUTE
OH MY HEART

MOU KITAI SASENAI DE
KIMI WO WASURETA KOTO WA NAI SA
TADA IMA DAKE WA
SOU ITSUWATTE
SHIZUKA NI DAKISHIMETA

SAMISHII TO IWANAI DE
URESHII HAZU NANO NI SA
KISHIMU MUNE WO
TADA ITSUWATTE
EGAO DE SAYONARA SA MY LOVE 

  VOCAL  ANDI ADINATA
  MIX   MASTERING  ANDI ADINATA
  ORIGINAL SINGER  MAHEN  PURA PURA LUPA
  INSTRUMENTAL  HTTPS   YOUTU BE QIEJE6PG0PC

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 PURAPURALUPA  MAHEN  COVER  VERSIJEPANG  LIRIK"
